pair_id,file1,file2,label,source,plagiarism_level
fire14_059_159,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/059.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/159.java,1,FIRE14,
fire14_059_183,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/059.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/183.java,1,FIRE14,
fire14_059_250,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/059.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/250.java,1,FIRE14,
fire14_059_258,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/059.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/258.java,1,FIRE14,
fire14_061_216,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/061.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/216.java,1,FIRE14,
fire14_062_064,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/062.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/064.java,1,FIRE14,
fire14_069_070,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/069.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/070.java,1,FIRE14,
fire14_078_079,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/078.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/079.java,1,FIRE14,
fire14_084_085,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/084.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/085.java,1,FIRE14,
fire14_086_087,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/086.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/087.java,1,FIRE14,
fire14_086_155,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/086.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/155.java,1,FIRE14,
fire14_086_222,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/086.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/222.java,1,FIRE14,
fire14_086_242,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/086.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/242.java,1,FIRE14,
fire14_086_243,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/086.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/243.java,1,FIRE14,
fire14_087_155,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/087.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/155.java,1,FIRE14,
fire14_087_222,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/087.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/222.java,1,FIRE14,
fire14_087_242,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/087.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/242.java,1,FIRE14,
fire14_087_243,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/087.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/243.java,1,FIRE14,
fire14_089_090,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/089.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/090.java,1,FIRE14,
fire14_094_098,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/094.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/098.java,1,FIRE14,
fire14_101_212,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/101.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/212.java,1,FIRE14,
fire14_103_105,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/103.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/105.java,1,FIRE14,
fire14_106_111,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/106.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/111.java,1,FIRE14,
fire14_107_108,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/107.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/108.java,1,FIRE14,
fire14_107_112,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/107.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/112.java,1,FIRE14,
fire14_107_113,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/107.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/113.java,1,FIRE14,
fire14_108_112,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/108.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/112.java,1,FIRE14,
fire14_108_113,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/108.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/113.java,1,FIRE14,
fire14_112_113,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/112.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/113.java,1,FIRE14,
fire14_117_119,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/117.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/119.java,1,FIRE14,
fire14_131_133,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/131.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/133.java,1,FIRE14,
fire14_135_174,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/135.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/174.java,1,FIRE14,
fire14_136_173,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/136.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/173.java,1,FIRE14,
fire14_137_171,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/137.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/171.java,1,FIRE14,
fire14_140_142,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/140.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/142.java,1,FIRE14,
fire14_143_145,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/143.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/145.java,1,FIRE14,
fire14_146_147,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/146.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/147.java,1,FIRE14,
fire14_148_150,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/148.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/150.java,1,FIRE14,
fire14_153_155,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/153.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/155.java,1,FIRE14,
fire14_153_222,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/153.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/222.java,1,FIRE14,
fire14_155_222,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/155.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/222.java,1,FIRE14,
fire14_155_243,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/155.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/243.java,1,FIRE14,
fire14_158_161,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/158.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/161.java,1,FIRE14,
fire14_159_250,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/159.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/250.java,1,FIRE14,
fire14_175_180,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/175.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/180.java,1,FIRE14,
fire14_181_182,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/181.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/182.java,1,FIRE14,
fire14_183_185,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/183.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/185.java,1,FIRE14,
fire14_183_258,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/183.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/258.java,1,FIRE14,
fire14_185_258,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/185.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/258.java,1,FIRE14,
fire14_188_190,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/188.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/190.java,1,FIRE14,
fire14_191_193,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/191.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/193.java,1,FIRE14,
fire14_195_218,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/195.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/218.java,1,FIRE14,
fire14_201_209,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/201.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/209.java,1,FIRE14,
fire14_202_208,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/202.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/208.java,1,FIRE14,
fire14_211_216,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/211.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/216.java,1,FIRE14,
fire14_221_224,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/221.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/224.java,1,FIRE14,
fire14_228_230,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/228.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/230.java,1,FIRE14,
fire14_232_233,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/232.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/233.java,1,FIRE14,
fire14_235_237,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/235.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/237.java,1,FIRE14,
fire14_238_240,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/238.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/240.java,1,FIRE14,
fire14_242_243,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/242.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/243.java,1,FIRE14,
fire14_244_246,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/244.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/246.java,1,FIRE14,
fire14_257_258,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/257.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/fire14/258.java,1,FIRE14,
irplag_case-01_L1,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/T1.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/L1.java,1,IR-Plag,1
irplag_case-01_Main,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/T1.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/Main.java,1,IR-Plag,1
irplag_case-01_Main,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/T1.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/Main.java,1,IR-Plag,1
irplag_case-01_T1,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/T1.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/T1.java,1,IR-Plag,1
irplag_case-01_HelloWorld,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/T1.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/HelloWorld.java,1,IR-Plag,1
irplag_case-01_HelloWorld,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/T1.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/HelloWorld.java,1,IR-Plag,1
irplag_case-01_Main,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/T1.java,C:\Users\fmend\OneDrive\Escritorio\8vo\Code-Plagiarism-Detector\IR-Plag-Dataset/data/raw_files/ir_plag/Main.java,1,IR-Plag,1
